Date;Genre;identifiant;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
10/01/2020 16:57;Femme;1789078790593410;2019;Professionalisation;MEA;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;5;Elsys Design - Sophia Antipolis;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingenieure en Systemes Embarques;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;36000;NON;NON;NON;NON;5;4;4;4;5
10/01/2020 16:58;Homme;1766828215737030;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;6;;De 10 à 19 salarié(e)s ;;;Industrie des technologies de l'Information et de la Communication (TIC);;;;;;;;;;
10/01/2020 16:25;Homme;1889078527576990;2019;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;
13/01/2020 11:47;Homme;1794775598358830;2019;Initiale;MAT;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
11/01/2020 06:57;Homme;1810641383272840;2019;Initiale;STE;Activite;Privé;CDI;En France;Collectivités d'Outre-Mer (COM);;3;;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargé d'études;Autres activités spécialisées, scientifiques et techniques;52200;NON;NON;NON;OUI;3;2;3;4;5
10/01/2020 16:14;Femme;1783106099598170;2019;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;
13/01/2020 11:39;Homme;1775569781638920;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;3;Capgemini;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur Logiciel;Télécommunications;32006;NON;NON;NON;NON;4;5;4;5;5
24/01/2020 15:30;Femme;1883100908836360;2019;Initiale;MAT;Activite;Privé;CDI;En France;Bourgogne-Franche-Comté;;1;Agap2;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;agent qualité recette ;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;31000;NON;NON;NON;OUI;3;5;4;5;1
10/01/2020 17:29;Femme;1867782000479440;2019;Professionalisation;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;
25/01/2020 10:29;Homme;1793744501318270;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;5;GROUPE VALECO ;250 à  4 999 salarié(e)s ;Exploitation / maintenance informatique ;INGENIEUR SYSTEMES INFORMATIQUE D'EXPLOITATION;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);38200;NON;NON;NON;OUI;5;5;5;5;5
10/01/2020 16:58;Homme;1789798905274890;2019;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;4;altran;5 000 salarié(e)s ou plus;Informatique industrielle et technique ;Consultant Ingénieur ;Industrie automobile, aéronautique, navale, ferroviaire;37008;NON;NON;NON;NON;1;5;3;4;5
23/01/2020 10:06;Homme;1783298107756990;2019;Initiale;MAT;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;5;Radiall;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Concepteur procédé;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;38000;NON;OUI;NON;OUI;4;5;4;5;5
24/01/2020 19:07;Homme;1782921284995230;2019;Initiale;IG;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;5;Firalp;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Concepteur Développeur;Construction, BTP;35000;NON;NON;NON;OUI;5;5;4;5;5
10/01/2020 17:16;Homme;1766816750910820;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;3;Diagdev;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur en …lectronique;Recherche-développement scientifique;35000;NON;NON;NON;OUI;5;5;4;5;5
10/01/2020 16:45;Homme;1788855334679300;2019;Initiale;GBA;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:51;Homme;1782332207332620;2019;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;0;CA Eau; Moins de 10 salarié(e)s ;Maîtrise d'ouvrage ;Chargé d'études hydraulique et génie civil;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;28000;NON;NON;NON;OUI;4;4;4;4;4
10/01/2020 22:20;Femme;1888414432385930;2019;Initiale;GBA;These;;;;;;;;;;;;;;;;;;;;;
13/01/2020 13:48;Femme;1776167057227520;2019;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;4;;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;30000;NON;NON;NON;OUI;4;5;3;4;4
13/01/2020 14:08;Femme;1775637568774260;2019;Initiale;MEA;Activite;Privé;CDD;En France;Provence-Alpes-Côte d'Azur;;5;; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);;Autres activités spécialisées, scientifiques et techniques;27500;NON;NON;NON;OUI;4;4;2;3;3
10/01/2020 18:59;Homme;1788523040756520;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;0;Doctreen; Moins de 10 salarié(e)s ;Informatique industrielle et technique ;;Activités informatiques et services d'information (TIC services);;NON;NON;NON;OUI;4;5;3;5;5
10/01/2020 20:39;Homme;1767833324843730;2019;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
15/01/2020 09:18;Femme;1767828041541670;2019;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;4;ENTECH Ingénieurs Conseils;De 20 à 49 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'étude;Autres secteurs ;24000;NON;NON;NON;OUI;5;5;3;4;5
10/01/2020 20:01;Femme;1794779420163700;2019;Initiale;STE;Activite;Public;CDD;En France;Auvergne-Rhône-Alpes;;4;INRAE;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur hydraulicen;Recherche-développement scientifique;26148;NON;NON;NON;NON;5;5;5;5;5
16/01/2020 21:51;Femme;1788414922713540;2019;Professionalisation;GBA;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;2;A l'Olivier;De 20 à 49 salarié(e)s ;Production - Exploitation ;Responsable d'atelier;Industrie agroalimentaire ;;OUI;NON;OUI;OUI;5;5;4;5;5
15/01/2020 16:54;Homme;1789582941937980;2019;Apprentissage;EGC;Activite;Privé;CTT;En France;Auvergne-Rhône-Alpes;;3;ManPower;5 000 salarié(e)s ou plus;Assistance technique;Ingénieur chargé d'étude;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);33000;NON;NON;NON;OUI;4;5;5;5;4
11/01/2020 11:50;Homme;1782725664432940;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;4;Acelys Service Numérique;De 50 à 249 salarié(e)s ;Informatique industrielle et technique ;Analyste Développeur .NET;Activités informatiques et services d'information (TIC services);31000;NON;NON;NON;NON;4;4;2;5;4
10/01/2020 18:58;Femme;1767828133549130;2019;Professionalisation;GBA;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;5;Bjorg Bonneterre et Compagnie;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Responsable qualité junior;Industrie agroalimentaire ;32000;NON;NON;NON;OUI;1;5;3;4;4
10/01/2020 17:31;Femme;1875376215642780;2019;Professionalisation;STE;Activite;Privé;CDD;En France;Occitanie;;4;; Moins de 10 salarié(e)s ;Production - Exploitation ;Ingénieur d'étude;Autres secteurs ;;NON;NON;NON;OUI;5;5;3;3;5
13/01/2020 17:23;Homme;1776102353371030;2019;Initiale;MAT;Activite;Privé;CDI;En France;Pays de la Loire;;4;IRCAMEX; Moins de 10 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur Fiabilisation Sites;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;34000;NON;NON;NON;OUI;4;5;3;2;4
11/01/2020 10:19;Femme;1775263816396370;2019;Apprentissage;EGC;Etudes;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:50;Homme;1968325771172770;2019;Initiale;STE;Activite;Public;CDD;En France;Provence-Alpes-Côte d'Azur;;4;Syndicat Mixte de l'Argens;De 10 à 19 salarié(e)s ;Maîtrise d'ouvrage ;Chargé de projets;Autres secteurs ;;OUI;OUI;OUI;OUI;4;4;3;4;5
13/01/2020 12:35;Homme;1794680914700640;2019;Initiale;MAT;Activite;Privé;CDD;En France;Grand Est;;3;SOCOMEC;250 à  4 999 salarié(e)s ;Développement durable, RSE (Responsabilité Sociétale des Entreprises);Chargé de projets RSE;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);35200;NON;OUI;NON;OUI;5;5;5;5;5
10/01/2020 19:18;Homme;1875984430056970;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;5;Idean;De 50 à 249 salarié(e)s ;Exploitation / maintenance informatique ;iOS Software Engineer;Activités informatiques et services d'information (TIC services);35350;;NON;NON;OUI;5;5;4;5;3
13/01/2020 14:18;Homme;1776106871435680;2019;Apprentissage;EGC;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;3;HYDROSTADIUM;De 50 à 249 salarié(e)s ;bureau d'etudes hydraulique;chargés d'affaires ;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);35000;NON;NON;NON;OUI;3;5;3;3;5
18/01/2020 12:40;Homme;1799286166831190;2019;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;4;Spie Batignolles VALERIAN;250 à  4 999 salarié(e)s ;Production - Exploitation ;Ingénieur Travaux & Méthodes;Construction, BTP;55000;OUI;OUI;OUI;OUI;5;5;3;5;3
10/01/2020 18:13;Homme;1789078905062820;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;0;Medtech;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Service Transfert ;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;36000;NON;NON;NON;OUI;5;4;4;5;5
10/01/2020 22:35;Femme;1789578472568690;2019;Professionalisation;GBA;Activite;Privé;CDD;En France;Occitanie;;5;Nestlé Waters Supply Sud;250 à  4 999 salarié(e)s ;Production - Exploitation ;Responsable d'Equipe Autonome de Production;Industrie agroalimentaire ;31790;OUI;NON;OUI;OUI;4;4;4;4;5
10/01/2020 17:18;Femme;1793838299424030;2019;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;4;Cabinet Merlin;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chef de projet et suivi de travaux;Construction, BTP;34000;OUI;OUI;NON;OUI;4;5;3;4;4
10/01/2020 19:44;Homme;1788530340467290;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;4;Lunchr;De 50 à 249 salarié(e)s ;Innovation, Propriété industrielle, brevets, transfert de technologie;Ingénieur logiciel;Autres secteurs ;34000;NON;NON;OUI;OUI;5;5;4;5;5
13/01/2020 11:23;Homme;1789582999876920;2019;Initiale;MAT;Activite;Public;CDD;En France;Auvergne-Rhône-Alpes;;3;Institut Pascal;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur catégorie A;Enseignement, recherche;25200;NON;NON;NON;OUI;3;4;0;5;3
11/01/2020 15:23;Homme;1768183506095160;2019;Initiale;MEA;Activite;Public;CDD;En France;Occitanie;;4;LIRMM;De 50 à 249 salarié(e)s ;Informatique industrielle et technique ;Expert electronicien;Recherche-développement scientifique;29400;;;;;5;5;5;5;5
10/01/2020 19:03;Homme;1767270430761410;2019;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;
12/01/2020 12:17;Homme;1794775651335950;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;3;Amplitude Systemes;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Hardware;Autres secteurs ;36000;NON;NON;NON;NON;5;5;3;4;2
10/01/2020 18:02;Homme;1767472961734920;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;4;Teads;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Software engineer;Industrie des technologies de l'Information et de la Communication (TIC);38000;NON;NON;NON;OUI;5;5;5;4;5
10/01/2020 19:32;Femme;1776091815313030;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;12;Astek;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;Ingénieur études et développement;Activités informatiques et services d'information (TIC services);31000;NON;NON;NON;NON;4;5;3;4;5
13/01/2020 09:44;Homme;1802845972740320;2019;Professionalisation;MI;Activite;Privé;CDI;En France;Centre-Val de Loire;;5;COAERO;De 50 à 249 salarié(e)s ;Production - Exploitation ;référent Emboutissage, presses hydrauliques;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;32500;OUI;NON;NON;OUI;4;5;3;5;2
18/01/2020 12:18;Homme;1894680652132240;2019;Apprentissage;EGC;Activite;Privé;CDI;En France;Île-de-France;;3;Solutec;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur d'études;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;35002;NON;NON;NON;NON;5;5;5;4;3
11/01/2020 14:07;Homme;1782910863618510;2019;Professionalisation;MAT;Activite;Privé;CDD;En France;Centre-Val de Loire;;4;Coaero;De 50 à 249 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ingénieur Méthodes & Procédés Spéciaux ;Industrie automobile, aéronautique, navale, ferroviaire;35000;NON;NON;NON;OUI;4;5;3;4;1
10/01/2020 16:45;Homme;1789582890113650;2019;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;2;SOM Industrie;De 50 à 249 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ingénieur projet - Superviseur CUI/CUF/ESCC/ECP;Industrie chimique;34200;OUI;OUI;OUI;OUI;4;5;3;5;5
10/01/2020 17:05;Homme;1794635241835900;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;1;LGM;De 10 à 19 salarié(e)s ;Assistance technique;Ingénieur consultant;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;32000;NON;NON;NON;NON;1;3;3;2;3
10/01/2020 16:37;Homme;1876019048010090;2019;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;5;BARRIERE CONSEIL; Moins de 10 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Consultant en financement de l'innovation;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;39000;OUI;NON;OUI;NON;5;5;3;5;5
10/01/2020 16:42;Homme;1889798503259340;2019;Initiale;STE;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;3;GINGER BURGEAP;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieurs d'études;Production et distribution d'eau assainissement, gestion des déchets et dépollution;27588;NON;OUI;NON;OUI;5;5;3;4;5
10/01/2020 20:24;Homme;1889078511389260;2019;Initiale;MI;Activite;Privé;CDI;A l'étranger;;Espagne;4;Tecniforja; Moins de 10 salarié(e)s ;Production - Exploitation ;Ingénieur technique / dessinateur;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25000;NON;NON;NON;OUI;4;5;3;4;5
14/01/2020 21:28;Femme;1876166559014830;2019;Professionalisation;MAT;Activite;Privé;Autre;En France;Occitanie;;0;Veolia;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Ingénieur QHSE & Performance;Production et distribution d'eau assainissement, gestion des déchets et dépollution;25852;NON;OUI;NON;OUI;4;5;4;4;5
10/01/2020 16:36;Homme;1782529613883350;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;3;Altran technologies;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Ingénieur de tests systèmes;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;31500;NON;NON;NON;NON;4;4;3;3;5
13/01/2020 09:54;Homme;1758627194075820;2019;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;4;SAFEGE;250 à  4 999 salarié(e)s ;Maitre d'oeuvre;Ingénieur de projet;Construction, BTP;33000;NON;OUI;NON;OUI;5;3;4;4;4
10/01/2020 22:55;Femme;1794282911392610;2019;Initiale;GBA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 20:27;Homme;1789138902924160;2019;Initiale;STE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 18:11;Homme;1767472964563190;2019;Initiale;MI;Etudes;;;;;;;;;;;;;;;;;;;;;
14/01/2020 15:47;Femme;1776106802247870;2019;Apprentissage;EGC;Activite;Public;CDI;En France;Auvergne-Rhône-Alpes;;4;Communauté de Communes du Genevois;De 50 à 249 salarié(e)s ;Production - Exploitation ;Technicien travaux eau et assainissement;Production et distribution d'eau assainissement, gestion des déchets et dépollution;;NON;NON;NON;OUI;5;5;3;4;5
16/01/2020 21:53;Homme;1783164893041410;2019;Initiale;STE;Activite;Privé;CDD;En France;Provence-Alpes-Côte d'Azur;;2;Eurodia;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur en Recherche et Développement en Technologie et support à la production;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);31200;NON;NON;NON;OUI;3;3;3;4;5
10/01/2020 23:04;Femme;1775413863782950;2019;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;1;Cap d'Ona;De 10 à 19 salarié(e)s ;Production - Exploitation ;Brasseur / Responsable production;Industrie agroalimentaire ;30000;OUI;NON;NON;OUI;5;5;4;4;4
10/01/2020 18:17;Femme;1875637087387480;2019;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;
10/01/2020 21:47;Homme;1788460214031210;2019;Initiale;MEA;En création d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;
17/01/2020 07:50;Homme;1788692414170340;2019;Initiale;GBA;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;4;CANDIA;De 50 à 249 salarié(e)s ;Production - Exploitation ;Ingénieur de production ;Industrie agroalimentaire ;31200;NON;NON;NON;OUI;5;5;4;5;5
11/01/2020 08:45;Femme;1782910866773040;2019;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;
12/01/2020 11:30;Homme;1794190819221150;2019;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;
21/01/2020 19:43;Femme;1767188974163000;2019;Initiale;MAT;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
14/01/2020 19:42;Homme;1814011059426950;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;4;Isymap; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur systèmes embarqués;Autres secteurs ;33000;NON;NON;NON;OUI;5;5;4;4;4
11/01/2020 01:15;Homme;1788522821279990;2019;Initiale;IG;Activite;Non_salarie;;En France;Occitanie;;1;Clément Roig (auto-entrepreneur); Moins de 10 salarié(e)s ;Développement informatique;;Activités informatiques et services d'information (TIC services);;OUI;OUI;NON;OUI;4;;4;5;5
11/01/2020 02:37;Homme;1888410491726700;2019;Initiale;STE;Activite;Public;CDD;En France;Pays de la Loire;;4;EP Loire;De 20 à 49 salarié(e)s ;Maîtrise d'ouvrage ;Chargé d'opérations digues Loire Aval;Administration d'…tat, Collectivités territoriales, Hospitalière;26000;NON;NON;NON;NON;3;2;1;2;4
14/01/2020 19:18;Femme;1783101174120860;2019;Initiale;GBA;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;1;NIGAY;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Assistante amélioration continue;Industrie agroalimentaire ;25193;NON;NON;NON;NON;3;4;2;4;4
10/01/2020 16:36;Femme;1783100789632700;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;4;TEADS;250 à  4 999 salarié(e)s ;Exploitation / maintenance informatique ;Software engineer;…dition, audiovisuel et diffusion;38000;NON;NON;NON;NON;5;5;5;5;5
12/01/2020 20:30;Homme;1894332194288450;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;4;Cortus;De 20 à 49 salarié(e)s ;Informatique industrielle et technique ;Ingénieur système embarqué;Autres activités spécialisées, scientifiques et techniques;30900;NON;NON;NON;OUI;4;5;4;4;5
10/01/2020 16:33;Homme;1788754857093140;2019;Initiale;STE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:55;Femme;1788913234316040;2019;Initiale;GBA;Activite;Privé;CDD;En France;Normandie;;2;Lactalis;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Coordinatrice Qualité ;Industrie agroalimentaire ;24000;OUI;NON;OUI;OUI;4;5;3;5;2
10/01/2020 17:44;Femme;1783429213652130;2019;Initiale;MI;Activite;Privé;CDI;En France;Occitanie;;4;Scalian;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur d'affaires;Industrie automobile, aéronautique, navale, ferroviaire;40000;OUI;OUI;OUI;NON;4;3;4;4;4
23/01/2020 15:27;Homme;1789139016135670;2019;Professionalisation;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;4;Elmatec;De 10 à 19 salarié(e)s ;Conception et installation de filières de traitement d'eau (effluents industriels principalement);Ingénieur projet;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;32400;NON;OUI;NON;OUI;4;5;3;4;4
11/01/2020 16:55;Homme;1766816763108060;2019;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;5;LGM Ingénierie;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;Ingénieur banc de test;Industrie automobile, aéronautique, navale, ferroviaire;35000;NON;NON;NON;OUI;5;5;4;4;5
10/01/2020 16:21;Homme;1768549796148560;2019;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 18:42;Homme;1757709965251920;2019;Initiale;MI;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 20:10;Homme;1783101174761720;2019;Initiale;IG;Activite;Public;CDI;A l'étranger;;Thailande;3;Sukhanaree school ;250 à  4 999 salarié(e)s ;Enseignement - Formation ;Professeur d'anglais;Enseignement, recherche;11426;NON;NON;NON;NON;4;3;5;5;5
10/01/2020 16:21;Femme;1867911690864000;2019;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;3;Conserto;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur Etude et Développement;Activités informatiques et services d'information (TIC services);33000;NON;NON;NON;OUI;4;5;3;4;4
10/01/2020 17:06;Homme;1788410676370390;2019;Professionalisation;MAT;Activite;Privé;CDI;En France;Occitanie;;4;Specific Polymers;De 10 à 19 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur N1 Junior de Recherche;Industrie chimique;24000;NON;NON;NON;NON;5;5;2;5;5
10/01/2020 20:00;Femme;1775956121915440;2019;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;4;Les Douceurs de jacquemart ;De 50 à 249 salarié(e)s ;Méthodes, contrôle de production, maintenance;Technicienne méthode en amélioration continue ;Industrie agroalimentaire ;22200;OUI;NON;NON;OUI;4;5;2;5;4
22/01/2020 08:24;Femme;1782592429461260;2019;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;
11/01/2020 13:37;Homme;1775940934139300;2019;Initiale;IG;Activite;Non_salarie;;En France;Nouvelle-Aquitaine;;4;¿ portée d'Bio; Moins de 10 salarié(e)s ;Direction générale ;Associé - responsable innovation ;Commerce;;OUI;OUI;OUI;OUI;5;5;5;5;5
14/01/2020 12:50;Femme;1888516386797580;2019;Professionalisation;MI;Volontariat;;;;;;;;;;;;;;;;;;;;;
12/01/2020 04:39;Homme;#VALEUR!;2019;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
11/01/2020 22:31;Homme;1775789449534080;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;3;Solem injection;De 50 à 249 salarié(e)s ;Innovation, Propriété industrielle, brevets, transfert de technologie;Ingénieur en conception électronique IoT;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);31500;OUI;NON;NON;OUI;4;4;2;5;5
11/01/2020 20:08;Homme;1783679029956290;2019;Initiale;STE;Activite;Public;CDD;En France;Normandie;;4;SIDESA;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);chargé d'affaires AMO;Production et distribution d'eau assainissement, gestion des déchets et dépollution;27600;NON;NON;NON;OUI;4;;;4;
10/01/2020 17:10;Femme;1789142472013410;2017;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;1;Carte Noire ;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Ingénieure assurance qualité ;Industrie agroalimentaire ;35000;NON;NON;NON;OUI;1;5;5;4;5
10/01/2020 17:17;Homme;1882454961231850;2018;Initiale;MEA;Activite;Privé;CDI;A l'étranger;;Brésil;12;ACTIA;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Application Engineer;Industrie automobile, aéronautique, navale, ferroviaire;18000;NON;OUI;NON;OUI;4;5;3;5;5
10/01/2020 17:25;Homme;1876391546313510;2019;Initiale;MAT;Activite;Privé;CDI;En France;Île-de-France;;1;FarevaCare;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de Projet Packaging;Recherche-développement scientifique;33000;NON;NON;NON;OUI;1;5;3;4;2
10/01/2020 18:01;Homme;1798760227709390;2018;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;16;SCIRPE;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;39400;NON;NON;NON;OUI;4;5;4;2;4
12/01/2020 20:35;Femme;1783483879051640;2017;Professionalisation;GBA;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;28;FIRMENICH;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Natural Extracts Developer;Industrie chimique;41000;NON;NON;NON;OUI;5;3;5;5;3
15/01/2020 20:19;Homme;1794190811735260;2018;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;23;Egis eau ;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur chargé d'études ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;35000;NON;NON;OUI;OUI;5;5;4;5;5
19/01/2020 12:50;Femme;1789086561411020;2017;Apprentissage;SE;Activite;Privé;CDI;En France;Île-de-France;;31;MBDA ;5 000 salarié(e)s ou plus;Essais;Ingénieur essais validation fonctionnelle ;Industrie automobile, aéronautique, navale, ferroviaire;45000;NON;OUI;NON;OUI;4;4;3;3;1
