Date;Genre;identifiant;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
10/01/2020 17:12;Femme;1889245695858720    ;2017;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;13;Horisis Conseil;50_249;Consulting;Consultante PMO;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;40000;OUI;OUI;OUI;OUI;5;4;4;4;3
10/01/2020 18:12;Homme;1758523132419240    ;2017;Initiale;MAT;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;7;Airbus helicopters;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur materiaux et acv;Industrie automobile, aeronautique, navale, ferroviaire;43000;OUI;OUI;NON;OUI;3;5;5;5;2
11/01/2020 21:18;Homme;1767911677127430    ;2017;Initiale;STE;Activite;Prive;CDI;Etranger;;Suisse;28;SGI Ingenierie SA;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes en hydraulique urbaine;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;65600;OUI;NON;NON;NON;1;4;5;4;4
28/01/2020 13:32;Homme;1789139230825060    ;2017;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;30;NanoXplore;20_49;Etudes et developpement en systemes d'information ;Ingenieur R&D;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;35000;NON;NON;NON;NON;5;5;3;5;5
13/01/2020 19:57;Homme;1798487267097090    ;2017;Initiale;STE;Volontariat;;;;;;;;;;;;;;;;;;;;;
21/01/2020 11:10;Homme;1789582885128400    ;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;36;Kerry Ravifruit;5000_;Production - Exploitation ;Responsable amelioration continue;Industrie agroalimentaire ;41392;OUI;OUI;OUI;OUI;4;3;4;5;1
10/01/2020 21:15;Homme;1767833231964470    ;2017;Initiale;IG;Sans activite ;;;;;;;;;;;;;;;;;;;;;
12/01/2020 15:41;Homme;1783551789571890    ;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Occitanie;;26;;10_19;;;Autres activites specialisees, scientifiques et techniques;;;;;;5;;;;
11/01/2020 19:30;Homme;1782714864988640    ;2017;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;28;Amaris;5000_;Etudes et developpement en systemes d'information ;Consultant;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;37500;NON;NON;NON;NON;5;5;4;5;4
11/01/2020 23:15;Homme;1793784660602810    ;2017;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;0;Insidix;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur support application;Industrie des technologies de l'Information et de la Communication (TIC);40000;NON;NON;OUI;OUI;4;;5;5;5
10/01/2020 21:04;Femme;1793984795250720    ;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;34;Idean (anciennement Backelite);5000_;Developpement mobile;Chef de projet MOE;Autres secteurs ;38000;NON;OUI;OUI;OUI;5;5;4;5;3
19/01/2020 18:22;Homme;1782661099856010    ;2017;Initiale;MAT;Activite;Prive;CDI;Etranger;;Allemagne;27;Dr. O.K Wack Chemie GmbH;50_249;Assistance technique;Technology Analyst;Industrie chimique;46000;NON;NON;NON;OUI;1;5;2;3;3
22/01/2020 11:10;Femme;1775265351539410    ;2017;Initiale;STE;Activite;Prive;CDI;France;ile-de-France;;12;OFIS - VEOLIA ;5000_;Etudes - Conseil et expertise (autre qu'informatique);Ingenieure tests et validation;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;30870;NON;NON;NON;OUI;4;5;2;4;5
10/01/2020 19:14;Homme;1822549917121160    ;2017;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;28;ASTRA PLASTIQUE;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Chef de projet usine ;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques;36000;NON;OUI;NON;OUI;4;4;3;5;5
10/01/2020 18:15;Homme;1802846092404660    ;2017;Initiale;MEA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:01;Femme;1782455519326140    ;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;27;IoTerop;10_19;Informatique industrielle et technique ;Ingenieur de developpement ;Recherche-developpement scientifique;31500;NON;NON;NON;OUI;4;4;2;4;5
13/01/2020 09:24;Homme;1783165082353270    ;2017;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;18;Nokia;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur FPGA;Telecommunications;;NON;NON;NON;OUI;5;5;4;5;4
15/01/2020 14:44;Femme;1788524684447960    ;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;19;Veolia Eau;5000_;Commercial(e) (dont ingenieur(e) d'affaire) ;Chargee d'affaire;Production et distribution d'eau assainissement, gestion des dechets et depollution;37000;NON;NON;NON;OUI;5;5;4;5;5
11/01/2020 13:01;Homme;1789357189925540    ;2017;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;3;Sto;250_4999;Assistance technique;Ingenieur Technique;Industrie chimique;38500;NON;NON;NON;OUI;4;5;5;3;2
12/01/2020 16:06;Homme;1776551862423230    ;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;13;Brasserie Bourganel;_10;Production - Exploitation ;Operateur de production;Industrie agroalimentaire ;21600;NON;NON;NON;NON;3;5;2;4;2
14/01/2020 13:19;Femme;1788516821411240    ;2017;Initiale;GBA;Activite;Prive;CDI;France;ile-de-France;;6;Federation franÁaise cyclotourisme;10_19;Etudes - Conseil et expertise (autre qu'informatique);;Autres secteurs ;24700;NON;NON;NON;OUI;2;4;2;2;
10/01/2020 16:59;Femme;1875413937800870    ;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;12;SAUR;5000_;Patrimoine et reporting;;Production et distribution d'eau assainissement, gestion des dechets et depollution;28600;NON;NON;NON;NON;1;5;2;3;3
10/01/2020 20:58;Femme;1776615827637770    ;2017;Professionalisation;GBA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;4;LABEYRIE FINE FOODS;250_4999;Marketing;Chef de produit international;Industrie agroalimentaire ;38500;OUI;OUI;NON;OUI;4;4;4;4;4
11/01/2020 21:34;Femme;1798761120459530    ;2017;Initiale;GBA;Activite;Prive;CDD;Etranger;;Royaume-Uni;19;MDS Ltd;_10;Innovation, Propriete industrielle, brevets, transfert de technologie;New Product Development Technologist;Industrie agroalimentaire ;25847;NON;NON;NON;OUI;3;3;3;4;
10/01/2020 16:29;Femme;1776094903038990    ;2017;Initiale;STE;Activite;Prive;CDI;France;Centre-Val de Loire;;18;IRH Ingenieur Conseil;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur Maitrise d'oeuvre ;Autres secteurs ;33614;NON;NON;NON;NON;4;5;2;4;4
10/01/2020 18:24;Femme;1757599076256500    ;2017;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;6;Edf;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur soudage;Energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);42250;NON;NON;NON;NON;5;5;5;5;3
10/01/2020 16:42;Femme;1782328885671700    ;2017;Initiale;STE;Activite;Prive;CDI;France;Guyane;;15;AGIR;10_19;Etudes - Conseil et expertise (autre qu'informatique);Charges d'affaires;Construction, BTP;35000;OUI;NON;OUI;OUI;4;3;3;4;4
21/01/2020 19:12;Homme;1788746977637810    ;2017;Initiale;MAT;Activite;Prive;CDI;Etranger;;Bresil;7;EMBRAER S.A.;5000_;Methodes, controle de production, maintenance;Ingenieur de Developpement de Procedes;Industrie automobile, aeronautique, navale, ferroviaire;23000;NON;NON;NON;OUI;4;5;5;4;2
11/01/2020 10:08;Homme;1782921098924520    ;2017;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;
22/01/2020 10:17;Femme;1776091968227540    ;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;12;CREOCEAN;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur chargee d'etudes environnement marin;Autres activites specialisees, scientifiques et techniques;27800;OUI;OUI;NON;OUI;5;4;3;5;5
15/01/2020 16:53;Femme;1798711447134060    ;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;24;PURE ENVIRONNEMENT;20_49;Etudes - Conseil et expertise (autre qu'informatique);Chargee d'etudes en hydraulique ;Production et distribution d'eau assainissement, gestion des dechets et depollution;24612;OUI;NON;NON;OUI;3;5;2;2;3
14/01/2020 12:33;Femme;1793990186618710    ;2017;Initiale;MAT;Activite;Prive;CDI;France;Pays de la Loire;;5;Fly The Nest;10_19;Organisation transversale : Formation, RH, Communication et Commercial;Co-fondatrice;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;29520;NON;OUI;NON;OUI;5;5;3;5;5
24/01/2020 11:46;Homme;1788530287304060    ;2017;Initiale;MAT;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;12;ST microelectronics;5000_;Methodes, controle de production, maintenance;Ingenieur process;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;38000;OUI;NON;OUI;OUI;3;3;3;4;2
10/01/2020 17:43;Homme;1783100917706520    ;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
18/01/2020 18:09;Homme;1767362704614120    ;2017;Initiale;GBA;Activite;Prive;CDI;France;Pays de la Loire;;11;Capgeminie;5000_;Production - Exploitation ;Ingenieur logiciel;Activites informatiques et services d'information (TIC services);31005;NON;NON;NON;NON;4;4;3;3;4
13/01/2020 11:24;Homme;1782661106976820    ;2017;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;28;Scalian DS;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;35000;NON;NON;NON;NON;4;5;3;4;3
10/01/2020 19:21;Homme;1782975188568460    ;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;28;Clemessy services EES;5000_;Methodes, controle de production, maintenance;Responsable contrat de maintenance ;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;40000;OUI;OUI;OUI;OUI;4;5;3;4;3
10/01/2020 19:58;Homme;1798529029776330    ;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;15;Nexter Systems;250_4999;Methodes, controle de production, maintenance;Ingenieur Methode ;Autres secteurs ;37750;NON;NON;NON;OUI;4;4;3;3;2
16/01/2020 17:30;Femme;1783100854322520    ;2017;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;27;Airbus DS;5000_;Materiaux et procedes;Ingenieur materiaux et procedes;Autres secteurs ;;NON;NON;NON;OUI;5;5;4;3;2
10/01/2020 20:42;Homme;1793786871988390    ;2017;Initiale;IG;Activite;Public;CDD;France;Hauts-de-France;;28;Ministere des Armees;5000_;Reseaux, intranet, internet, telecommunications ;Adjoint Chef de Section;Administration d'Etat, Collectivites territoriales, Hospitaliere;20400;OUI;NON;OUI;NON;5;5;3;5;4
11/01/2020 17:12;Homme;1889078855931240    ;2017;Initiale;MI;Activite;Prive;CDI;France;Centre-Val de Loire;;14;Alten;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur calcul;Industrie automobile, aeronautique, navale, ferroviaire;29400;NON;NON;NON;NON;3;5;2;4;4
10/01/2020 18:41;Homme;1767372926026850    ;2017;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;7;Som;5000_;Coordination ;Coordinateur tranche en marche;Energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);35500;NON;NON;NON;NON;5;4;4;5;3
10/01/2020 16:41;Homme;1875951047820870    ;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
15/01/2020 18:03;Homme;1794681019749420    ;2017;Apprentissage;SE;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:27;Homme;1776102214054560    ;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;29;BIT Group France;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur en electronique et systeme numerique;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);36400;NON;NON;NON;NON;1;4;4;4;4
21/01/2020 20:32;Homme;1789086663032420    ;2018;Initiale;MAT;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;17;Elex;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Expert batiment ;Activites financieres et d'assurance;33000;OUI;NON;NON;OUI;4;5;4;3;2
10/01/2020 18:48;Femme;1783866001011130    ;2018;Initiale;STE;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;1;Veolia;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur etudes et projets techniques ;Production et distribution d'eau assainissement, gestion des dechets et depollution;32500;NON;NON;NON;OUI;4;5;3;3;5
10/01/2020 17:02;Femme;1889055165961630    ;2018;Initiale;STE;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;16;PROLOG INGENIERIE / SAGEE;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieure hydraulicienne;Autres activites specialisees, scientifiques et techniques;;NON;OUI;NON;NON;4;5;5;5;5
12/01/2020 06:42;Homme;1876703080525810    ;2018;Initiale;IG;Sans activite ;;;;;;;;;;;;;;;;;;;;;
13/01/2020 09:59;Homme;1788692291973700    ;2018;Apprentissage;EGC;Activite;Public;CDD;France;Occitanie;;14;Conseil departemental de l'Herault;5000_;Assistance technique;Charge d'operations;Construction, BTP;26000;NON;NON;NON;OUI;4;5;3;5;5
10/01/2020 18:48;Homme;1788753778509120    ;2018;Apprentissage;SE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 22:39;Homme;1788520719234030    ;2018;Initiale;IG;Volontariat;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:48;Homme;1798760177186810    ;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
21/01/2020 22:39;Homme;1788522925362020    ;2018;Professionalisation;MI;Activite;Prive;CDI;France;Occitanie;;17;Orano TN;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur etudes;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);40400;OUI;NON;NON;NON;5;4;4;4;5
11/01/2020 00:19;Femme;1783483868926050    ;2018;Professionalisation;GBA;Activite;Prive;CDI;France;ile-de-France;;1;Joone;20_49;Marketing;Chef de Produit ;Autres secteurs ;34000;NON;OUI;NON;OUI;5;5;4;5;5
15/01/2020 09:18;Femme;1868453232963220    ;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;10;klanik;50_249;;Consultant;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;34000;;;;;4;5;3;4;2
10/01/2020 17:12;Homme;1789312825528340    ;2018;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;30;Zendesk;250_4999;Etudes et developpement en systemes d'information ;Software engineer;Activites informatiques et services d'information (TIC services);63000;NON;NON;NON;NON;5;5;5;4;5
10/01/2020 21:58;Homme;1767833321202130    ;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;16;Diasys technologies;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur electronique et firmware;Recherche-developpement scientifique;32480;NON;NON;NON;NON;5;5;5;5;5
14/01/2020 09:14;Homme;1788460261689950    ;2018;Professionalisation;MAT;Activite;Prive;CDI;France;Occitanie;;15;DEDIENNE SANTE;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur BE;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;29000;;;;OUI;5;5;3;4;5
10/01/2020 17:01;Homme;1767473227322890    ;2018;Initiale;STE;Sans activite ;;;;;;;;;;;;;;;;;;;;;
12/01/2020 18:40;Homme;1783429203462650    ;2018;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;13;SAUR;5000_;Production - Exploitation ;Technicien exploitation;Production et distribution d'eau assainissement, gestion des dechets et depollution;28000;NON;NON;NON;NON;4;4;3;5;5
22/01/2020 09:50;Homme;1783110007604560    ;2018;Initiale;STE;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;12;Suez Consulting;20_49;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etude;Autres secteurs ;32000;NON;OUI;NON;OUI;4;4;4;4;3
10/01/2020 17:20;Homme;1768549960994340    ;2018;Apprentissage;EGC;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;15;Sade;5000_;Production - Exploitation ;Ingenieur Travaux;Construction, BTP;35775;OUI;OUI;OUI;OUI;4;5;2;3;4
10/01/2020 23:17;Homme;1793739986286080    ;2018;Professionalisation;GBA;Activite;Prive;CDI;France;Pays de la Loire;;7;Crystal;50_249;Production - Exploitation ;Chef d'equipe;Industrie agroalimentaire ;31500;OUI;NON;OUI;NON;5;4;3;5;2
10/01/2020 17:54;Homme;1788520832919500    ;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;15;PONTICELLI;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur Travaux;Autres secteurs ;32000;OUI;OUI;OUI;OUI;4;5;4;4;5
10/01/2020 16:29;Homme;1888410462519720    ;2018;Initiale;STE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:43;Homme;1789312715006830    ;2018;Initiale;IG;Activite;Prive;CDI;Etranger;;Royaume-Uni;17;Big Sofa;20_49;Informatique industrielle et technique ;Front-End Developer;Autres activites specialisees, scientifiques et techniques;57040;OUI;NON;NON;OUI;4;4;4;4;5
15/01/2020 20:02;Femme;1776167206024100    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;15;Conserves France;50_249;Qualite, securite, sûrete de fonctionnement ;Assistante QHSE;Industrie agroalimentaire ;27600;NON;NON;NON;NON;2;5;3;3;3
10/01/2020 18:45;Homme;1893841522608530    ;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;
13/01/2020 09:17;Femme;1794332565579100    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Occitanie;;19;MAISON JEANJEAN;250_4999;Qualite, securite, sûrete de fonctionnement ;Chargee de Qualite ;Industrie agroalimentaire ;30000;NON;NON;NON;OUI;4;4;3;4;5
10/01/2020 18:00;Femme;1893834515609910    ;2018;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;16;Trempelec;50_249;Methodes, controle de production, maintenance;Ingenieur Methodes Industrialisation;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;33800;NON;OUI;NON;OUI;5;4;4;5;5
13/01/2020 10:54;Homme;1767650860501100    ;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;15;SERMA Ingenierie;50_249;Informatique industrielle et technique ;Ingenieur Electronique ;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;34500;NON;NON;NON;NON;4;4;3;4;5
12/01/2020 22:39;Homme;1776170139518960    ;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;7;HR Team;50_249;Etudes et developpement en systemes d'information ;Ingenieur etudes & developpement;Activites informatiques et services d'information (TIC services);33000;NON;NON;NON;NON;3;5;3;4;5
11/01/2020 01:59;Homme;1782921221170640    ;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
12/01/2020 22:30;Homme;1789196580224290    ;2018;Initiale;MEA;Activite;Prive;CDI;France;Centre-Val de Loire;;13;Ardatem Fondettes;250_4999;Informatique industrielle et technique ;Ingenieur en automatismes;Energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);28800;NON;NON;NON;NON;5;5;3;4;2
10/01/2020 16:33;Femme;1775955960243890    ;2018;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;16;Caliatys;10_19;Etudes et developpement en systemes d'information ;Chef de projet;Activites informatiques et services d'information (TIC services);48000;OUI;OUI;OUI;OUI;1;4;5;5;3
11/01/2020 01:04;Femme;1994311501373330    ;2018;Initiale;MAT;Activite;Prive;CDI;France;Hauts-de-France;;3;Vallourec Research Center France ;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;39000;NON;OUI;NON;OUI;5;5;5;5;4
23/01/2020 17:49;Homme;1782921156842660    ;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;7;Koovea ;10_19;Informatique industrielle et technique ;Ingenieur logiciel embarque ;Autres activites specialisees, scientifiques et techniques;30000;NON;NON;NON;NON;5;5;3;4;5
12/01/2020 23:05;Femme;1789198696637920    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;2;DESCOURS SAS;10_19;Qualite, securite, sûrete de fonctionnement ;Assistante Qualite;Industrie agroalimentaire ;30000;NON;OUI;NON;OUI;3;2;4;3;1
11/01/2020 16:21;Homme;1788636477108340    ;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;16;Hardtech;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur developpement R&D;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;32000;NON;NON;NON;OUI;5;5;4;5;4
12/01/2020 16:12;Homme;1768183682286130    ;2018;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;23;Viveris;250_4999;Informatique industrielle et technique ;Ingenieur developpement en systemes embarques;Industrie des technologies de l'Information et de la Communication (TIC);31000;OUI;NON;NON;OUI;4;5;3;4;5
13/01/2020 11:54;Homme;1782327184883430    ;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;2;AUSY;250_4999;Etudes et developpement en systemes d'information ;Developpement, MCO et supports des outils pour Airbus EYY;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;32000;NON;NON;NON;OUI;4;4;3;4;3
10/01/2020 20:20;Homme;1903013444656080    ;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:09;Homme;1882916932779660    ;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:27;Femme;1794681503344440    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Bretagne;;12;Capinov;5000_;Evaluation sensorielle;Responsable Laboratoire - Evaluation Sensorielle;Autres activites specialisees, scientifiques et techniques;34220;OUI;OUI;OUI;OUI;5;5;3;5;2
12/01/2020 19:35;Homme;1783429270247880    ;2018;Professionalisation;STE;Activite;Prive;CDI;France;Occitanie;;17;GAXIEU;50_249;Etudes - Conseil et expertise (autre qu'informatique);;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;30000;NON;NON;NON;NON;4;5;2;4;5
10/01/2020 17:54;Homme;1783100911271340    ;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;16;Liebherr aerospace Toulouse ;250_4999;Bureau d'etude ;Concepteur electronique systeme ;Industrie automobile, aeronautique, navale, ferroviaire;43000;NON;OUI;NON;OUI;4;5;3;4;5
10/01/2020 16:47;Homme;1788753613086370    ;2018;Apprentissage;EGC;Activite;Prive;CDI;France;ile-de-France;;12;SPAC;5000_;Production - Exploitation ;Ingenieur Travaux;Construction, BTP;43500;OUI;OUI;OUI;OUI;4;4;3;4;4
14/01/2020 13:25;Homme;1782714607622020    ;2018;Professionalisation;STE;Activite;Public;CDI;Etranger;;Belgique;11;SWDE;250_4999;Production - Exploitation ;Ingenieur d'exploitation en distribution d'eau ;Production et distribution d'eau assainissement, gestion des dechets et depollution;40750;OUI;OUI;OUI;OUI;5;5;4;5;5
10/01/2020 23:03;Femme;1899246129212230    ;2018;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 20:55;Femme;1898711239857440    ;2018;Professionalisation;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;16;Haribo;5000_;Qualite, securite, sûrete de fonctionnement ;Gestionnaire technique Qualite Hygiene et securite alimentaire ;Industrie agroalimentaire ;34000;NON;NON;NON;NON;3;3;3;2;4
10/01/2020 16:42;Homme;1789312885996130    ;2018;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;2;ArianeGroup;5000_;Essais de composants;Ingenieur d'essais;Industrie automobile, aeronautique, navale, ferroviaire;32500;NON;NON;NON;OUI;4;5;4;4;3
15/01/2020 09:36;Homme;1813820722708700    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;10;1LIFE;50_249;Etudes et developpement en systemes d'information ;CONSULTANT ERP - CHEF DE PROJET;Industrie des technologies de l'Information et de la Communication (TIC);36000;NON;NON;NON;OUI;5;5;4;5;5
13/01/2020 12:52;Homme;1793838299444250    ;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;16;PRECIA MOLEN;250_4999;Methodes, controle de production, maintenance;Ingenieur Industrialisation et methodes;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;36600;NON;OUI;NON;OUI;4;5;3;4;5
10/01/2020 23:28;Femme;1783045955881460    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Normandie;;4;Isigny Sainte-Mere;250_4999;Qualite, securite, sûrete de fonctionnement ;Chargee de Mission Qualite Pates Molles;Industrie agroalimentaire ;35100;NON;OUI;NON;OUI;3;4;5;5;2
12/01/2020 15:18;Homme;1767473236111210    ;2018;Initiale;GBA;Activite;Prive;CDI;France;Occitanie;;4;CGI;5000_;Reseaux, intranet, internet, telecommunications ;Ingenieur Business Intelligence;Activites informatiques et services d'information (TIC services);33000;OUI;NON;NON;OUI;4;5;3;4;5
12/01/2020 16:12;Homme;1899265661267020    ;2018;Initiale;MI;Activite;Prive;CDI;France;Bretagne;;14;Biomerieux (pour le compte d'Alten SA);5000_;SAV niveau 3;Ingenieur Systeme Tests et Support;Industrie pharmaceutique;29978;NON;NON;NON;OUI;4;5;3;5;2
10/01/2020 17:13;Femme;1889055166626110    ;2018;Initiale;MAT;Activite;Prive;CDI;France;Grand Est;;17;Eurofins Analyse pour le Batiment France;5000_;Production - Exploitation ;Ingenieur projets;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);36000;NON;OUI;NON;OUI;4;5;4;5;3
13/01/2020 18:43;Homme;1789312776014120    ;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
26/01/2020 17:27;Homme;1776621631160250    ;2018;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;12;Altran;5000_;Qualite, securite, sûrete de fonctionnement ;Junior consultant & Engineer;Societes de conseil ou d'ingenieurie, bureaux d'etudes independants;34500;NON;NON;OUI;OUI;4;4;4;4;2
10/01/2020 16:41;Homme;1782336125656380    ;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:33;Homme;1789312776036290    ;2018;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;23;Veolia;5000_;Consommateur;Responsable amelioration des processus;Energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);36000;NON;NON;NON;OUI;5;5;4;5;5
