Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
09/04/2018 16:52;1782520512834500;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;En France;Centre-Val de Loire;;1;ENDEL-ENGIE;250 à  4 999 salarié(e)s ;Production - Exploitation ;Chargé d'affaires Nucléaire;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;35000;OUI;OUI;OUI;OUI;4;4;4;5;3
09/03/2018 09:06;1789139230267320;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;En France;Auvergne-Rhône-Alpes;;5;BOCCARD;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Mandaté Qualité;Autres secteurs ;37000;OUI;NON;OUI;OUI;5;4;4;5;5
09/03/2018 13:15;1782920965133030;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;En France;Normandie;;17;SOCOTEC POWER SERVICES;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Chef de projet;Sociétés de conseil, bureaux d'études;52000;OUI;OUI;OUI;OUI;5;4;4;5;3
14/03/2018 21:07;1783551861223210;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;En France;Occitanie;;16;Altran ;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Ingenieur consultant;Industrie automobile, aéronautique, navale, ferroviaire;32500;NON;NON;NON;OUI;4;5;4;5;4
14/03/2018 15:02;1776166979008570;Homme;2016;Apprentissage;EGC;Activite;Public;CDI;En France;Grand Est;;17;SNCF Réseau;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Correspondant hydraulique;Transports (Services);30000;OUI;NON;NON;OUI;3;5;4;4;2
08/03/2018 19:40;1882421149142780;Femme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Île-de-France;;4;SPAC;250 à  4 999 salarié(e)s ;Production - Exploitation ;Conducteur de travaux;Construction, BTP;38000;OUI;OUI;OUI;OUI;4;3;3;4;4
14/03/2018 21:21;1776166905404100;Femme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Occitanie;;11;CACG;De 50 à 249 salarié(e)s ;Ingénierie MOE;Chargée de mission infrastructures hydrauliques;Autres secteurs ;;NON;OUI;NON;OUI;4;5;3;4;4
02/05/2018 09:35;1798575230918060;Femme;2016;Apprentissage;EGC;Activite;Prive;Contrat d'expatriation;A l'étranger;;Sierra Leone;4;Medecins Sans Frontieres;250 à  4 999 salarié(e)s ;Maîtrise d'ouvrage ;WatSan Manager;Autres secteurs ;;OUI;OUI;OUI;NON;5;5;5;5;5
10/03/2018 21:53;1875345038212540;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Île-de-France;;1;Alter Solutions (boîte de presta) / Merck Millipore (client);5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D water process;Industrie chimique;40000;NON;NON;NON;NON;4;3;4;4;2
22/03/2018 08:45;1888486991852680;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;A l'étranger;;Polynésie Française ;8;LUSEO PACIFIC ;De 10 à 19 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Chargé d'affaires VRD;Construction, BTP;;OUI;OUI;OUI;OUI;5;5;5;5;5
08/03/2018 19:17;1775265359931030;Femme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Corse;;17;CETA Environnement;De 20 à 49 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'etudes;Autres activités spécialisées, scientifiques et techniques;27300;NON;NON;NON;OUI;4;5;3;3;5
23/03/2018 14:04;1789078743073440;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Occitanie;;18;GAXIEU INGENIERIE;De 50 à 249 salarié(e)s ;Maîtrise d'oeuvre infrastructures VRD;Ingénieur Conducteur de travaux;Sociétés de conseil, bureaux d'études;31000;NON;OUI;NON;OUI;5;5;4;4;4
13/03/2018 19:34;1794775458291640;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Occitanie;;17;SOGEA SUD HYDRAULIQUE;5 000 salarié(e)s ou plus;Production - Exploitation ;Conducteur de travaux;Construction, BTP;38570;OUI;OUI;OUI;OUI;5;5;4;5;5
15/03/2018 07:30;1782401307107040;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;En France;Occitanie;;0;Aquadoc;De 20 à 49 salarié(e)s ;Travaux et Maintenance ;Chargé d'affaire;Production et distribution d'eau assainissement, gestion des déchets et dépollution;48000;OUI;OUI;OUI;OUI;4;;;;
15/03/2018 20:56;1788639858775910;Femme;2016;Apprentissage;SE;Activite;Prive;CDI;En France;Occitanie;;11;Alten;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;;Industrie automobile, aéronautique, navale, ferroviaire;;;;;;;;;;
08/03/2018 17:57;1798487221615820;Homme;2016;Apprentissage;SE;Activite;Prive;CDI;En France;Nouvelle-Aquitaine;;13;Alten;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Consultant;Sociétés de conseil, bureaux d'études;28200;NON;NON;NON;OUI;4;5;2;4;4
09/03/2018 15:00;1783036971970720;Femme;2016;Apprentissage;SE;Activite;Prive;CDI;En France;Occitanie;;17;Viveris Technologies;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;Ingénieure Systèmes Embarqués;Industrie automobile, aéronautique, navale, ferroviaire;31080;NON;NON;NON;NON;4;4;3;3;5
08/03/2018 17:41;1798488075629090;Femme;2016;Initiale;STE;Activite;Prive;CDI;En France;Occitanie;;18;Gaxieu Ingénierie;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études;Sociétés de conseil, bureaux d'études;28000;NON;NON;NON;NON;4;4;3;4;2
09/03/2018 09:37;1788636022996220;Femme;2016;Initiale;STE;Activite;Prive;CDI;En France;Auvergne-Rhône-Alpes;;18;Suez Consulting;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur de projet en hydraulique ;Sociétés de conseil, bureaux d'études;31400;NON;NON;NON;OUI;1;5;4;5;5
19/03/2018 12:45;1882326620559430;Homme;2016;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;
14/03/2018 16:17;1798575226519670;Femme;2016;Initiale;STE;Activite;Prive;CDI;En France;Normandie;;18;IRH Ingénieur Conseil;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargée d'études - Maitrise d'Oeuvre;Sociétés de conseil, bureaux d'études;30000;NON;NON;NON;OUI;4;5;3;4;3
20/03/2018 19:36;1798891359878950;Homme;2016;Initiale;STE;Activite;Prive;CDI;En France;Bretagne;;18;Cycl'eau ingenierie; Moins de 10 salarié(e)s ;;Chargé d'études traitement de l'eau ;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;21000;NON;NON;NON;NON;5;5;4;3;4
17/03/2018 11:13;1775265273928660;Femme;2016;Initiale;STE;Activite;Prive;CDI;En France;Auvergne-Rhône-Alpes;;4;Electricité de France - Centre d'Ingénierie Hydraulique;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur d'études en hydraulique;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);37000;NON;NON;NON;NON;4;5;4;4;5
08/03/2018 18:05;1767838880673710;Homme;2016;Initiale;STE;Etudes;;;;;;;;;;;;;;;;;;;;;
17/03/2018 20:21;1798760313419580;Homme;2016;Initiale;STE;Recherche;;;;;;;;;;;;;;;;;;;;;
26/03/2018 14:40;1882421143088620;Homme;2016;Initiale;STE;Activite;Prive;CDI;En France;Guyane;;19;Guyane Technique Infrastructure;De 10 à 19 salarié(e)s ;Maître d'oeuvre;Chargé d'affaires hydraulique et environnement;Sociétés de conseil, bureaux d'études;36300;NON;OUI;NON;OUI;5;4;4;4;3
08/03/2018 18:58;1782457796618290;Femme;2016;Initiale;STE;Activite;Prive;Contrat d'expatriation;A l'étranger;;Canada;10;Bionest Technologies;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chargée de projets recherche et développement;Recherche-développement scientifique;28229;OUI;OUI;OUI;OUI;5;5;3;5;5
09/03/2018 09:38;1783165146986880;Homme;2016;Initiale;STE;Activite;Prive;CDI;En France;Occitanie;;11;Rhône Cévennes Ingénierie;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargé d'études;Sociétés de conseil, bureaux d'études;27600;NON;OUI;NON;OUI;3;5;2;5;1
10/03/2018 20:48;1798487317435050;Homme;2016;Initiale;STE;Activite;Prive;CDI;En France;Bretagne;;15;dci environnement;De 20 à 49 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);chargé d'études milieux aquatiques;Autres activités spécialisées, scientifiques et techniques;;NON;NON;NON;OUI;3;4;3;4;5
14/03/2018 16:31;1794190670246510;Homme;2016;Initiale;STE;Activite;Prive;CDI;En France;Occitanie;;4;BEI;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur chargé de projet en hydraulique;Sociétés de conseil, bureaux d'études;28000;NON;NON;NON;OUI;4;4;3;3;5
08/03/2018 17:33;1803013596808820;Homme;2016;Initiale;STE;Activite;Prive;CDI;En France;Île-de-France;;5;Test ingénierie ;De 20 à 49 salarié(e)s ;Maîtrise d'ouvrage ;Ingénieur Chargé D'études ;Sociétés de conseil, bureaux d'études;27950;;;;OUI;4;5;3;5;3
08/03/2018 19:50;1768015126454010;Femme;2016;Initiale;STE;Activite;Public;CDD;En France;Hauts-de-France;;10;Pôle métropolitain de la côte d'opale; Moins de 10 salarié(e)s ;Maîtrise d'ouvrage ;Chargée de mission Prévention des Inondations;Administration d'État, Collectivités territoriales, Hospitalière;24600;NON;OUI;NON;OUI;1;5;;4;
08/03/2018 18:17;1775408740278300;Femme;2016;Professionalisation;STE;Activite;Prive;CDD;En France;Occitanie;;11;IGEADT Ingénieur Conseil; Moins de 10 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur projet AEP - Assainissement - EP - VRD;Sociétés de conseil, bureaux d'études;25446;NON;NON;NON;OUI;4;3;4;4;4
15/03/2018 07:47;1793744558919620;Homme;2016;Professionalisation;STE;Activite;Prive;CDD;En France;Bourgogne-Franche-Comté;;18;Veolia Eau;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur de bureau d'etude;Production et distribution d'eau assainissement, gestion des déchets et dépollution;;NON;OUI;NON;OUI;4;4;3;5;4
09/03/2018 10:24;1788410722794740;Homme;2015;Initiale;MAT;Activite;Prive;CDI;En France;Île-de-France;;6;Safran Aircraft Engines;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Pilote d'industrialisation;Industrie automobile, aéronautique, navale, ferroviaire;44000;NON;OUI;NON;OUI;1;5;4;3;2
14/03/2018 16:35;1775408573569340;Homme;2015;Initiale;MI;Activite;Prive;CDI;En France;Provence-Alpes-Côte d'Azur;;1;PEREN-IT;De 20 à 49 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;INGÉNIEUR COMMERCIAL;Industrie des technologies de l'Information et de la Communication (TIC);41000;NON;NON;NON;NON;4;5;4;5;3
08/03/2018 23:02;1775414081707000;Femme;2015;Initiale;GBA;Activite;Prive;CDI;En France;;;27;Poppies berlidon;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Coordinatrice QSE;Industrie agroalimentaire ;32800;OUI;NON;OUI;OUI;4;5;3;4;2
13/03/2018 08:48;1758626839506070;Homme;2015;Initiale;ENR;Activite;Prive;Contrat local;A l'étranger;;Cambodge;27;Entrepreneurs du monde co.,LTD;De 20 à 49 salarié(e)s ;Direction générale ;Program manager;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);16200;OUI;OUI;OUI;OUI;5;5;3;5;4
14/03/2018 17:57;1802845967927860;Homme;2015;Initiale;MEA;Activite;Prive;CDI;En France;Provence-Alpes-Côte d'Azur;;7;Smile;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur d'affaires;Activités informatiques et services d'information (TIC services);32000;NON;NON;NON;NON;4;5;3;4;5
10/03/2018 14:09;1807215231163560;Homme;2015;Professionalisation;IG;Activite;Public;CDI;En France;Provence-Alpes-Côte d'Azur;;14;Gendarmerie Nationale;5 000 salarié(e)s ou plus;Sécurité publique;Sous-officier de gendarmerie mobile;Administration d'État, Collectivités territoriales, Hospitalière;36000;NON;NON;NON;NON;5;5;5;3;4
09/03/2018 13:05;1783049799429820;Femme;2015;Initiale;STE;Activite;Prive;CDD;En France;Occitanie;;1;Veolia;5 000 salarié(e)s ou plus;Production - Exploitation ;Responsable d'équipe;Production et distribution d'eau assainissement, gestion des déchets et dépollution;33800;OUI;OUI;OUI;OUI;3;5;4;4;4
15/03/2018 11:19;1794680960863590;Homme;2015;Initiale;GBA;Activite;Prive;CDI;En France;Provence-Alpes-Côte d'Azur;;18;Naturex;250 à  4 999 salarié(e)s ;Production - Exploitation ;Chef d'atelier ;Industrie chimique;34000;OUI;NON;OUI;NON;5;5;4;5;5
14/03/2018 17:24;1899018396732320;Femme;2015;Initiale;MEA;Activite;Prive;CDI;A l'étranger;;Malaisie;17;Gleneagles Kota KINABALU;250 à  4 999 salarié(e)s ;Assistance technique;TECHNICIEN BIOMÉDICAL;Santé humaine et action sociale;6000;NON;NON;OUI;OUI;3;4;3;3;5
14/03/2018 15:16;1788460148376890;Homme;2015;Apprentissage;SE;Activite;Prive;CDI;En France;Occitanie;;18;AQUALABO;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur d'études R&D;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);34000;NON;NON;NON;OUI;4;5;4;5;4
15/03/2018 18:28;1794775597428280;Homme;2015;Initiale;MEA;Volontariat;;;;;;;;;;;;;;;;;;;;;
14/03/2018 20:09;1798760221874020;Homme;2015;Initiale;ENR;Activite;Prive;CDI;En France;Île-de-France;;36;Plan02; Moins de 10 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur chef de projet - Responsable ;Construction, BTP;40000;OUI;NON;NON;OUI;4;4;3;5;3
14/03/2018 18:42;1776091882446630;Femme;2015;Initiale;ENR;Activite;Public;CDD;En France;Occitanie;;26;;De 50 à 249 salarié(e)s ;Maîtrise d'ouvrage ;;Enseignement, recherche;;;;;;;;;;
14/03/2018 15:30;1776242171247820;Homme;2015;Initiale;MEA;Activite;Prive;CDI;En France;Île-de-France;;3;Orange Cyberdefense;De 50 à 249 salarié(e)s ;Maîtrise d'ouvrage ;Chef de projet;Industrie des technologies de l'Information et de la Communication (TIC);45000;NON;OUI;OUI;OUI;4;5;4;2;3
